ssn	occupation	education	gender	salary
c135311537	ict-technician	certificate-iii	f	114747
c125536672	chief-executive	masters-degree	m	113970
d155558213	ict-technician	diploma	f	121034
e165755133	ict-technician	diploma	m	121965
c109235725	art-media-professional	doctoral-degree	m	80025
d146358583	art-media-professional	bachelor-degree	f	105912
a106573908	clerks	certificate-i	m	33009
b167000357	machinary-driver	senior-secondary-school	f	18524
i136755730	automotive-worker	certificate-ii	f	64247
e132896535	shop-assistent	secondary-school	f	8272
h156423167	other-technician	advance-diploma	m	144558
f162539492	other-technician	certificate-iii	m	140765
e163248756	other-service-worker	certificate-ii	f	43746
d177336535	legal-professional	bachelor-degree	f	127031
e163253465	other-technician	diploma	m	111405
g186413540	automotive-worker	certificate-iv	m	67302
g140375661	taxi-driver	senior-secondary-school	f	18269
c159269523	construction-worker	diploma	f	60775
i195666355	education-professional	advance-diploma	m	124162
i150816643	secretary	senior-secondary-school	f	46662
d154373261	other-technician	certificate-iii	f	134155
i139685657	manager	graduate-diploma	m	186362
d165432385	legal-professional	advance-diploma	f	146403
e165363888	ict-professional	bachelor-degree	m	132626
f150301507	general-manager	graduate-diploma	m	142409
d177151803	taxi-driver	senior-secondary-school	m	19879
g178031258	health-support-worker	certificate-i	m	60089
g138570235	automotive-worker	certificate-iii	f	52089
c134053776	ict-technician	certificate-iii	m	134916
e155007735	health-support-worker	certificate-ii	f	44962
f103625750	ict-technician	advance-diploma	m	117383
f164384785	automotive-worker	certificate-ii	f	82448
a125937759	art-media-professional	graduate-diploma	m	130168
b129577593	clerical-worker	certificate-i	m	33492
a135015508	other-clerical-worker	senior-secondary-school	f	48085
f154393818	personal-services-worker	certificate-ii	f	60937
h188255113	other-service-worker	certificate-i	f	49861
e156802831	cleaner	senior-secondary-school	f	16896
d165943182	ict-technician	advance-diploma	f	91332
d173385075	education-professional	graduate-diploma	f	95863
g148475318	looking-for-employment	secondary-school	f	3486
c185183536	engineering-worker	certificate-iii	m	62678
b183478566	ict-technician	diploma	f	136950
b183731055	automotive-worker	certificate-iv	f	79788
g175168532	ict-technician	diploma	f	95479
f175788663	manager	doctoral-degree	m	182287
g197390958	ict-technician	bachelor-degree	f	128012
a159873314	factory-worker	secondary-school	f	13140
b190330645	un-employed	secondary-school	f	2480
h153591335	education-professional	bachelor-degree	f	140990
i153819385	construction-worker	certificate-iv	m	68853
g149351193	engineering-worker	certificate-ii	m	54885
e135345599	farm-worker	senior-secondary-school	f	14205
d145999923	ict-technician	certificate-iii	f	114232
b179365360	ict-professional	advance-diploma	m	116402
e196463345	ict-technician	certificate-iv	f	134839
d139939635	legal-professional	doctoral-degree	f	118973
b195032957	clerks	certificate-i	f	32692
b137897594	other-technician	advance-diploma	f	95627
c197937052	other-technician	certificate-iv	m	141836
f109709538	ict-technician	advance-diploma	f	90108
d197386535	health-professional	bachelor-degree	f	85260
d168553498	personal-services-worker	certificate-ii	f	67977
e141636031	factory-worker	secondary-school	f	14383
e124683015	machinary-driver	secondary-school	f	10521
c143056314	construction-worker	certificate-iv	m	70091
d175564073	health-professional	advance-diploma	f	94890
e100666336	ict-technician	advance-diploma	f	97464
b103836960	health-professional	graduate-certificate	m	88563
d133067293	other-service-worker	certificate-ii	m	44911
c100676307	other-technician	bachelor-degree	f	113368
i133618003	construction-worker	certificate-iv	m	77804
d103965306	construction-worker	certificate-ii	m	91444
e179367320	construction-labourer	senior-secondary-school	f	14414
d120144369	other-technician	certificate-iii	f	83519
e118348682	engineering-worker	diploma	m	88027
i142193861	personal-services-worker	certificate-ii	f	50062
c183461945	ict-technician	certificate-iii	f	76764
e181532686	other-technician	certificate-iii	f	107626
a163541598	general-manager	graduate-certificate	m	134973
b122762603	health-support-worker	certificate-i	m	75354
h134926327	automotive-worker	certificate-iv	f	72508
c164813284	taxi-driver	secondary-school	m	14697
f166055732	art-media-professional	bachelor-degree	f	124776
a166332665	other-technician	bachelor-degree	f	80377
a133670621	other-service-worker	certificate-i	f	68440
i175462737	other-technician	advance-diploma	f	113134
g173732266	ict-technician	certificate-iii	f	96183
e133862489	art-media-professional	advance-diploma	m	97961
a136377208	construction-labourer	senior-secondary-school	f	19541
h188336257	construction-labourer	senior-secondary-school	f	12616
d163215537	ict-technician	certificate-iii	f	124992
a196566335	legislator	masters-degree	f	163097
d195239636	art-media-professional	graduate-diploma	f	148366
g173461743	manager	graduate-certificate	f	168492
b133316267	engineering-worker	certificate-ii	f	87151
b147633535	other-technician	advance-diploma	f	126699
h156337256	carer	certificate-ii	m	37873
f163165193	other-technician	certificate-iv	m	133033
a123960339	taxi-driver	secondary-school	f	14936
h103321416	ict-technician	diploma	f	104419
i144312526	taxi-driver	senior-secondary-school	f	10496
a133184662	clerical-worker	certificate-i	f	35767
f106432238	other-technician	bachelor-degree	f	110084
c134764243	health-support-worker	certificate-ii	f	64617
d163422888	clerks	senior-secondary-school	m	42612
i140289623	clerical-worker	senior-secondary-school	f	38614
g111649436	other-technician	advance-diploma	f	80842
h143868753	other-clerical-worker	certificate-i	f	32439
e156934653	ict-technician	bachelor-degree	f	116983
c155194663	ict-professional	graduate-diploma	f	141841
c133361645	legal-professional	advance-diploma	f	139188
d167363646	engineering-worker	certificate-iv	m	64159
g183746636	clerks	certificate-i	f	45922
c164476330	machinary-driver	secondary-school	f	14969
d135674824	art-media-professional	advance-diploma	m	146375
i146078534	other-worker	diploma	f	66180
i183624199	personal-services-worker	certificate-i	m	57224
e186453419	other-worker	certificate-ii	f	86004
b184356185	ict-professional	graduate-certificate	f	141853
g100132536	secretary	certificate-i	f	43637
e151316674	other-technician	bachelor-degree	m	142417
g121657333	ict-professional	bachelor-degree	f	143737
f150703265	looking-for-employment	secondary-school	f	2705
b171595316	ict-technician	bachelor-degree	f	81894
a196865532	part-time-worker	secondary-school	f	6554
a153592276	art-media-professional	graduate-certificate	f	101360
f119037596	engineering-worker	certificate-iii	m	76373
h176463021	ict-technician	advance-diploma	f	73568
e136375862	legal-professional	graduate-certificate	f	96674
f165663369	clerks	certificate-i	m	46842
c104643765	ict-technician	certificate-iii	m	94920
a166343848	other-worker	certificate-ii	f	84298
c125356164	health-professional	doctoral-degree	m	81021
g173667064	ict-technician	diploma	f	104005
i166763013	factory-worker	senior-secondary-school	m	11146
h140632674	other-worker	certificate-iv	f	54262
d174969039	education-professional	masters-degree	f	134788
f172763849	ict-technician	diploma	m	116333
c136907539	secretary	senior-secondary-school	m	39401
e104435476	ict-technician	diploma	f	107877
a173422367	education-professional	advance-diploma	m	82231
a171362754	automotive-worker	certificate-ii	f	59689
a196374667	engineering-worker	diploma	m	88001
f196713681	other-labourer	senior-secondary-school	f	13076
g176771283	health-professional	graduate-certificate	f	147827
g173301678	machinary-driver	secondary-school	f	10171
f100863239	machinary-driver	secondary-school	f	19518
g136702138	automotive-worker	certificate-iii	f	53315
d132365989	construction-worker	diploma	f	68049
b105688713	clerks	senior-secondary-school	f	32170
a115876324	secretary	certificate-i	f	35950
i103576785	art-media-professional	graduate-diploma	m	96848
e139658805	carer	certificate-ii	m	31039
a173416816	other-technician	certificate-iv	f	146842
c161148183	chief-executive	masters-degree	m	131317
g138884467	other-technician	advance-diploma	f	136152
d165193093	ict-technician	certificate-iv	f	100609
b102319346	legal-professional	advance-diploma	m	143683
e190893062	other-clerical-worker	senior-secondary-school	f	48067
h190113670	manager	graduate-certificate	m	146383
c160444943	automotive-worker	certificate-iii	f	96685
c143489968	health-support-worker	certificate-i	f	32756
g139353666	construction-labourer	senior-secondary-school	f	16355
f154684993	art-media-professional	masters-degree	f	122708
b148963776	other-worker	certificate-ii	f	88174
a135976180	art-media-professional	graduate-certificate	f	148627
e133978651	cleaner	senior-secondary-school	m	18443
d146388992	machinary-driver	senior-secondary-school	f	17007
e103106790	construction-worker	certificate-ii	f	85169
d103814074	ict-technician	certificate-iii	m	148466
g150003137	other-technician	certificate-iii	f	144493
i175910357	ict-professional	graduate-certificate	f	87428
g153347302	personal-assistant	senior-secondary-school	f	32974
i127397037	carer	certificate-i	m	73102
b180234797	automotive-worker	certificate-iii	m	57184
a140173499	legislator	graduate-diploma	f	118197
b175313087	other-technician	advance-diploma	m	71967
g157538720	taxi-driver	secondary-school	m	16012
f130587766	looking-for-employment	secondary-school	f	2066
b109847053	ict-technician	diploma	m	141745
f165173930	education-professional	advance-diploma	m	112130
c143610737	health-support-worker	certificate-i	m	66077
i193370727	ict-technician	advance-diploma	f	109670
a127812630	legislator	doctoral-degree	f	157880
b192374015	ict-technician	bachelor-degree	f	77674
d107539033	health-professional	advance-diploma	f	137512
c179409733	looking-for-employment	secondary-school	f	1337
e110799378	factory-worker	senior-secondary-school	f	14164
g150127236	construction-labourer	secondary-school	f	16506
i131218732	other-technician	diploma	f	93728
f133193071	ict-technician	bachelor-degree	f	74225
a136434710	general-manager	graduate-diploma	f	127307
i166175553	personal-assistant	certificate-i	m	32790
f198743022	legal-professional	bachelor-degree	f	94078
c153383127	engineering-worker	certificate-iii	m	87495
h135942727	casual-worker	secondary-school	f	5158
e136247791	health-support-worker	certificate-i	m	59907
b143897292	secretary	senior-secondary-school	f	48598
e103434970	ict-technician	bachelor-degree	m	77581
d130769313	education-professional	bachelor-degree	f	115583
a136377152	clerical-worker	certificate-i	m	43019
d137031228	other-technician	bachelor-degree	f	132540
c137257731	health-professional	bachelor-degree	f	143102
i134153107	factory-worker	senior-secondary-school	m	12936
h104815733	other-technician	diploma	f	144752
i177603337	education-professional	graduate-diploma	f	140135
b166365937	other-technician	advance-diploma	m	106579
a197213793	ict-technician	certificate-iii	m	72673
h177337478	other-worker	certificate-ii	f	77357
h170713831	education-professional	bachelor-degree	f	142511
e138876533	machinary-driver	senior-secondary-school	f	19459
b113329576	art-media-professional	bachelor-degree	m	109231
i136499170	engineering-worker	certificate-iv	m	61655
b131791481	education-professional	advance-diploma	f	120276
g182633374	art-media-professional	doctoral-degree	f	117861
h176545243	taxi-driver	secondary-school	m	14125
d128374672	other-technician	bachelor-degree	f	129521
h152437533	general-manager	graduate-diploma	m	119462
a143444871	carer	certificate-ii	m	30086
g154573754	other-technician	certificate-iv	f	128250
h143437794	ict-technician	diploma	f	118422
h181453567	manager	masters-degree	m	140492
f146837078	legislator	graduate-diploma	f	133385
f187664433	other-worker	certificate-ii	f	69530
f157733346	other-technician	advance-diploma	f	74213
e184301787	personal-services-worker	certificate-i	m	59615
b125834337	taxi-driver	senior-secondary-school	f	15452
g137673550	other-worker	certificate-iii	f	61831
b123197950	machinary-driver	secondary-school	f	16839
e101367551	ict-technician	advance-diploma	f	74438
f185111387	taxi-driver	senior-secondary-school	f	18662
e105771322	construction-worker	certificate-iv	f	62023
c157615293	other-technician	bachelor-degree	f	137944
a175391362	manager	graduate-certificate	f	161168
e135901772	art-media-professional	advance-diploma	f	120614
i123097158	other-worker	certificate-iii	f	95159
b153143177	ict-technician	bachelor-degree	f	102797
e144005397	education-professional	graduate-certificate	f	81746
i177504493	construction-worker	certificate-ii	f	66984
a145237627	farm-worker	secondary-school	f	10811
f168255370	art-media-professional	masters-degree	f	116704
d103760579	taxi-driver	senior-secondary-school	f	11917
i190679537	other-technician	bachelor-degree	m	113563
b173772357	carer	certificate-ii	f	33239
e174494537	ict-professional	graduate-diploma	f	118140
e173074554	health-support-worker	certificate-i	f	30465
d193577275	carer	certificate-ii	m	50997
i172755385	other-labourer	senior-secondary-school	m	17055
e173077633	taxi-driver	secondary-school	f	17866
